03/17-07:47:51.610000  [**] [1:1418:11] SNMP request tcp [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.204.45:49671 -> 192.168.21.253:161
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.181
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.181
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.182
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.182
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.218
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.218
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.219
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.219
03/17-07:58:15.280000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.23.152 -> 192.168.202.138
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.240
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.240
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.241
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.241
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.243
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.243
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.244
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.244
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.248
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.248
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.249
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.249
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.254
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.254
03/17-07:58:15.280000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.255
03/17-07:58:15.280000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.255
03/17-07:58:15.280000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.23.254 -> 192.168.202.138
03/17-07:58:15.290000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.56
03/17-07:58:15.290000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.56
03/17-07:58:15.290000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.79
03/17-07:58:15.290000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.79
03/17-07:58:15.290000  [**] [1:408:5] ICMP Echo Reply [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.138
03/17-07:58:15.379999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.42
03/17-07:58:15.379999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.42
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.219
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.240
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.241
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.243
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.56
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.79
03/17-07:58:15.379999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.42
03/17-07:58:15.660000  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.1 -> 192.168.202.76
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.2
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.2
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.3
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.3
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.4
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.4
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.5
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.5
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.6
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.6
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.2
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.3
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.4
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.5
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.6
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.7
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.7
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.8
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.8
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.9
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.9
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.10
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.10
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.9
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.10
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.7
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.8
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.13
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.13
03/17-07:58:15.770000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.14
03/17-07:58:15.770000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.14
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.13
03/17-07:58:15.770000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.14
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.17
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.17
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.18
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.18
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.17
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.18
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.2
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.3
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.4
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.5
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.6
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.19
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.19
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.20
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.20
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.21
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.21
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.24
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.24
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.21
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.24
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.19
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.20
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.7
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.8
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.9
03/17-07:58:15.870000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.10
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.26
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.26
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.27
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.27
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.30
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.30
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.31
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.31
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.32
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.32
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.33
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.33
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.34
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.34
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.35
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.35
03/17-07:58:15.870000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.36
03/17-07:58:15.870000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.36
03/17-07:58:15.880000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.13
03/17-07:58:15.880000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.14
03/17-07:58:15.880000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.39
03/17-07:58:15.880000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.39
03/17-07:58:15.880000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.40
03/17-07:58:15.880000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.40
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.43
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.43
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.44
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.44
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.17
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.18
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.47
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.47
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.48
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.48
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.49
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.49
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.50
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.50
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.19
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.20
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.21
03/17-07:58:15.970000  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.24
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.53
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.53
03/17-07:58:15.970000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.54
03/17-07:58:15.970000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.54
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.57
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.57
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.58
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.58
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.59
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.59
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.60
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.60
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.61
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.61
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.62
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.62
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.63
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.63
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.66
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.66
03/17-07:58:15.979999  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.67
03/17-07:58:15.979999  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.67
03/17-07:58:15.979999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.26
03/17-07:58:15.979999  [**] [1:453:5] ICMP Timestamp Request [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.27
03/17-07:58:16.070000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.70
03/17-07:58:16.070000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.70
03/17-07:58:16.070000  [**] [1:469:3] ICMP PING NMAP [**] [Classification: Attempted Information Leak] [Priority: 2] {ICMP} 192.168.202.138 -> 192.168.23.71
03/17-07:58:16.070000  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.202.138 -> 192.168.23.71
